Transformer,,,,
File Name,Frame Range,Ground Truth Gloss,Predicted Gloss,Match Status
continuous_0048_S4_strategy2.npz,8133–10866,—,CORRECT,FP
continuous_0048_S4_strategy2.npz,8398–12663,CORRECT,—,FN
continuous_0048_S4_strategy2.npz,12663–16962,TWO,TWO,TP
continuous_0048_S4_strategy2.npz,16962–21292,OCTOBER,OCTOBER,TP
continuous_0048_S4_strategy2.npz,21292–25658,SPAGHETTI,SPAGHETTI,TP
continuous_0048_S4_strategy2.npz,25658–29890,AUNTIE,AUNTIE,TP
continuous_0049_S4_strategy2.npz,0–4099,MAY,MAY,TP
continuous_0049_S4_strategy2.npz,4099–8498,JUICE,JUICE,TP
continuous_0049_S4_strategy2.npz,6000–9000,—,TWO,FP
continuous_0049_S4_strategy2.npz,8498–12663,TWO,—,FN
continuous_0049_S4_strategy2.npz,9000–12000,—,TUESDAY,FP
continuous_0049_S4_strategy2.npz,12663–16695,THURSDAY,THURSDAY,TP
continuous_0049_S4_strategy2.npz,15000–18000,—,MONDAY,FP
continuous_0049_S4_strategy2.npz,16695–20994,DEAF,DEAF,TP
continuous_0050_S4_strategy2.npz,0–4499,WOMAN,WOMAN,TP
continuous_0050_S4_strategy2.npz,2166–4333,—,ORANGE,FP
continuous_0050_S4_strategy2.npz,4499–8731,FIVE,FIVE,TP
continuous_0050_S4_strategy2.npz,8731–13296,BLACK,BLACK,TP
continuous_0050_S4_strategy2.npz,13296–17660,JUNE,JUNE,TP
continuous_0050_S4_strategy2.npz,17333–19500,—,GRANDMOTHER,FP
continuous_0050_S4_strategy2.npz,17660–21659,YOURE WELCOME,YOURE WELCOME,TP
continuous_0051_S4_strategy2.npz,0–4466,GIRL,GIRL,TP
continuous_0051_S4_strategy2.npz,2400–4833,—,JULY,FP
continuous_0051_S4_strategy2.npz,4466–8731,AUGUST,AUGUST,TP
continuous_0051_S4_strategy2.npz,7233–9666,—,IM FINE,FP
continuous_0051_S4_strategy2.npz,8731–13797,IM FINE,—,FN
continuous_0051_S4_strategy2.npz,9666–12100,—,DEAF,FP
continuous_0051_S4_strategy2.npz,12100–14500,—,PINK,FP
continuous_0051_S4_strategy2.npz,13797–18296,HOT,HOT,TP
continuous_0051_S4_strategy2.npz,18296–22453,LONGANISA,LONGANISA,TP
continuous_0051_S4_strategy2.npz,21766–24200,—,EGG,FP
continuous_0051_S4_strategy2.npz,22453–26618,TODAY,TODAY,TP
continuous_0052_S4_strategy2.npz,0–4132,NO,NO,TP
continuous_0052_S4_strategy2.npz,4132–8431,MARCH,MARCH,TP
continuous_0052_S4_strategy2.npz,7366–11066,—,NICE TO MEET YOU,FP
continuous_0052_S4_strategy2.npz,8431–12963,TEA,TEA,TP
continuous_0052_S4_strategy2.npz,12963–17328,BLIND,BLIND,TP
continuous_0052_S4_strategy2.npz,17328–21493,THREE,THREE,TP
continuous_0052_S4_strategy2.npz,21493–25858,RED,RED,TP
continuous_0053_S4_strategy2.npz,0–4399,ORANGE,ORANGE,TP
continuous_0053_S4_strategy2.npz,4399–8664,SEVEN,SEVEN,TP
continuous_0053_S4_strategy2.npz,6666–10000,—,YOURE WELCOME,FP
continuous_0053_S4_strategy2.npz,8664–12796,YOURE WELCOME,—,FN
continuous_0053_S4_strategy2.npz,10000–13333,—,DEAF,FP
continuous_0053_S4_strategy2.npz,12796–17061,DEAF,—,FN
continuous_0053_S4_strategy2.npz,13333–16666,—,WINE,FP
continuous_0053_S4_strategy2.npz,17061–21293,AUNTIE,AUNTIE,TP
continuous_0053_S4_strategy2.npz,21293–25492,TUESDAY,TUESDAY,TP
continuous_0053_S4_strategy2.npz,25492–29992,DON'T KNOW,DON’T KNOW,TP
continuous_0054_S4_strategy2.npz,0–4465,GREEN,GREEN,TP
continuous_0054_S4_strategy2.npz,3033–6100,—,DECEMBER,FP
continuous_0054_S4_strategy2.npz,4465–8728,DECEMBER,—,FN
continuous_0054_S4_strategy2.npz,6100–9133,—,CRAB,FP
continuous_0054_S4_strategy2.npz,8728–12894,CRAB,—,FN
continuous_0054_S4_strategy2.npz,9133–12200,—,DEAF BLIND,FP
continuous_0054_S4_strategy2.npz,12200–15233,—,THREE,FP
continuous_0054_S4_strategy2.npz,12894–17126,THREE,—,FN
continuous_0054_S4_strategy2.npz,15233–18300,—,NO,FP
continuous_0054_S4_strategy2.npz,17126–21358,GOOD EVENING,GOOD EVENING,TP
continuous_0055_S4_strategy2.npz,0–4232,JUICE,JUICE,TP
continuous_0055_S4_strategy2.npz,4232–8397,SEVEN,SEVEN,TP
continuous_0055_S4_strategy2.npz,6366–9566,—,SATURDAY,FP
continuous_0055_S4_strategy2.npz,8397–12529,SATURDAY,—,FN
continuous_0055_S4_strategy2.npz,12529–16695,MARCH,MARCH,TP
continuous_0055_S4_strategy2.npz,15966–19166,—,SEE YOU TOMORROW,FP
continuous_0055_S4_strategy2.npz,16695–20960,SEE YOU TOMORROW,—,FN
continuous_0055_S4_strategy2.npz,19166–22366,—,AUNTIE,FP
continuous_0055_S4_strategy2.npz,20960–25559,GIRL,GIRL,TP
continuous_0056_S4_strategy2.npz,0–4132,RED,RED,TP
continuous_0056_S4_strategy2.npz,4132–8464,BOY,BOY,TP
continuous_0056_S4_strategy2.npz,8464–12929,RICE,RICE,TP
continuous_0056_S4_strategy2.npz,12929–17194,DON'T KNOW,DON’T KNOW,TP
continuous_0056_S4_strategy2.npz,17194–21293,JUICE,JUICE,TP
continuous_0056_S4_strategy2.npz,21293–25525,SON,SON,TP
continuous_0056_S4_strategy2.npz,25525–29657,HELLO,HELLO,TP
continuous_0057_S4_strategy2.npz,0–4199,SEE YOU TOMORROW,SEE YOU TOMORROW,TP
continuous_0057_S4_strategy2.npz,2966–5933,—,AUNTIE,FP
continuous_0057_S4_strategy2.npz,4199–8431,BEER,BEER,TP
continuous_0057_S4_strategy2.npz,8431–12863,MARRIED,MARRIED,TP
continuous_0057_S4_strategy2.npz,12863–18133,THURSDAY,THURSDAY,TP
continuous_0057_S4_strategy2.npz,18133–22498,TEN,TEN,TP
continuous_0057_S4_strategy2.npz,22498–26697,GRANDMOTHER,GRANDMOTHER,TP
continuous_0058_S4_strategy2.npz,0–4299,COUSIN,COUSIN,TP
continuous_0058_S4_strategy2.npz,4299–8298,THANK YOU,THANK YOU,TP
continuous_0058_S4_strategy2.npz,8298–12664,MEAT,MEAT,TP
continuous_0058_S4_strategy2.npz,12664–16896,COFFEE,COFFEE,TP
continuous_0058_S4_strategy2.npz,16896–21361,DEAF BLIND,DEAF BLIND,TP
continuous_0058_S4_strategy2.npz,21361–25560,UNDERSTAND,UNDERSTAND,TP
continuous_0059_S4_strategy2.npz,0–4199,ONE,ONE,TP
continuous_0059_S4_strategy2.npz,4199–8431,JANUARY,JANUARY,TP
continuous_0059_S4_strategy2.npz,8431–12596,SLOW,SLOW,TP
continuous_0059_S4_strategy2.npz,11333–15133,—,GIRL,FP
continuous_0059_S4_strategy2.npz,12596–17561,GIRL,—,FN
continuous_0059_S4_strategy2.npz,15133–18900,—,HOW ARE YOU,FP
continuous_0059_S4_strategy2.npz,17561–21726,HOW ARE YOU,—,FN
continuous_0059_S4_strategy2.npz,21726–26025,FRIDAY,FRIDAY,TP
continuous_0059_S4_strategy2.npz,26025–30257,WINE,WINE,TP
continuous_0060_S4_strategy2.npz,0–4199,MAN,MAN,TP
continuous_0060_S4_strategy2.npz,4199–8464,FAST,FAST,TP
continuous_0060_S4_strategy2.npz,8464–12863,BROWN,BROWN,TP
continuous_0060_S4_strategy2.npz,12863–17062,SON,SON,TP
continuous_0060_S4_strategy2.npz,15333–18400,—,COFFEE,FP
continuous_0060_S4_strategy2.npz,17062–21461,RICE,RICE,TP
continuous_0061_S4_strategy2.npz,0–4297,APRIL,APRIL,TP
continuous_0061_S4_strategy2.npz,4297–8529,PARENTS,PARENTS,TP
continuous_0061_S4_strategy2.npz,8529–12728,THURSDAY,THURSDAY,TP
continuous_0061_S4_strategy2.npz,8933–11900,—,TUESDAY,FP
continuous_0061_S4_strategy2.npz,12728–16927,NINE,—,FN
continuous_0061_S4_strategy2.npz,14900–17866,—,DON’T UNDERSTAND,FP
continuous_0061_S4_strategy2.npz,16927–21326,MEAT,MEAT,TP
continuous_0061_S4_strategy2.npz,17866–20833,—,NINE,FP
continuous_0061_S4_strategy2.npz,21326–25625,VIOLET,VIOLET,TP
continuous_0061_S4_strategy2.npz,25625–29790,COLD,COLD,TP
continuous_0062_S4_strategy2.npz,0–4099,HOT,HOT,TP
continuous_0062_S4_strategy2.npz,4099–8264,AUNTIE,AUNTIE,TP
continuous_0062_S4_strategy2.npz,6366–9533,—,SEPTEMBER,FP
continuous_0062_S4_strategy2.npz,8264–12496,SEPTEMBER,—,FN
continuous_0062_S4_strategy2.npz,12496–16761,EIGHT,EIGHT,TP
continuous_0062_S4_strategy2.npz,16761–21193,IM FINE,IM FINE,TP
continuous_0062_S4_strategy2.npz,21193–25492,HARD OF HEARING,HARD OF HEARING,TP
continuous_0063_S4_strategy2.npz,0–4365,WHITE,WHITE,TP
continuous_0063_S4_strategy2.npz,3266–6533,—,SUNDAY,FP
continuous_0063_S4_strategy2.npz,4365–8530,SUNDAY,—,FN
continuous_0063_S4_strategy2.npz,6533–9800,—,GOOD AFTERNOON,FP
continuous_0063_S4_strategy2.npz,8530–12895,GOOD AFTERNOON,—,FN
continuous_0063_S4_strategy2.npz,9800–13066,—,GOOD EVENING,FP
continuous_0063_S4_strategy2.npz,12895–17361,NO,NO,TP
continuous_0063_S4_strategy2.npz,17361–21560,LONGANISA,LONGANISA,TP
continuous_0063_S4_strategy2.npz,21560–26125,JUICE,JUICE,TP
continuous_0064_S4_strategy2.npz,0–4399,PINK,PINK,TP
continuous_0064_S4_strategy2.npz,4399–8598,HOW ARE YOU,HOW ARE YOU,TP
continuous_0064_S4_strategy2.npz,8598–12797,GRANDFATHER,GRANDFATHER,TP
continuous_0064_S4_strategy2.npz,12797–17262,CRAB,CRAB,TP
continuous_0064_S4_strategy2.npz,17262–21561,TWO,TWO,TP
continuous_0064_S4_strategy2.npz,20066–23433,—,WOMAN,FP
continuous_0064_S4_strategy2.npz,21561–25827,WOMAN,—,FN
continuous_0064_S4_strategy2.npz,23433–26766,—,TOMORROW,FP
continuous_0064_S4_strategy2.npz,25827–30126,MILK,MILK,TP
continuous_0065_S4_strategy2.npz,0–4265,SHRIMP,SHRIMP,TP
continuous_0065_S4_strategy2.npz,2833–5666,—,BROWN,FP
continuous_0065_S4_strategy2.npz,4265–8730,BROWN,—,FN
continuous_0065_S4_strategy2.npz,5666–8533,—,THANK YOU,FP
continuous_0065_S4_strategy2.npz,8730–13129,TEA,TEA,TP
continuous_0065_S4_strategy2.npz,11366–14200,—,APRIL,FP
continuous_0065_S4_strategy2.npz,13129–17294,APRIL,—,FN
continuous_0065_S4_strategy2.npz,14200–17066,—,DEAF,FP
continuous_0065_S4_strategy2.npz,17294–21493,THURSDAY,THURSDAY,TP
continuous_0065_S4_strategy2.npz,19900–22733,—,AUNTIE,FP
continuous_0065_S4_strategy2.npz,21493–25592,DAUGHTER,DAUGHTER,TP
continuous_0066_S4_strategy2.npz,0–3166,—,SUGAR,FP
continuous_0066_S4_strategy2.npz,0–4799,BEER,—,FN
continuous_0066_S4_strategy2.npz,3166–6366,—,ONE,FP
continuous_0066_S4_strategy2.npz,4799–8831,SIX,SIX,TP
continuous_0066_S4_strategy2.npz,8831–12930,NOVEMBER,NOVEMBER,TP
continuous_0066_S4_strategy2.npz,12733–15933,—,JANUARY,FP
continuous_0066_S4_strategy2.npz,12930–17162,YOURE WELCOME,YOURE WELCOME,TP
continuous_0066_S4_strategy2.npz,17162–21328,YES,YES,TP
continuous_0066_S4_strategy2.npz,21328–25493,TUESDAY,TUESDAY,TP
continuous_0067_S4_strategy2.npz,0–4266,UNDERSTAND,UNDERSTAND,TP
continuous_0067_S4_strategy2.npz,2533–5100,—,TEA,FP
continuous_0067_S4_strategy2.npz,4266–8532,TEA,—,FN
continuous_0067_S4_strategy2.npz,5100–7633,—,DEAF,FP
continuous_0067_S4_strategy2.npz,8532–12797,GOOD EVENING,GOOD EVENING,TP
continuous_0067_S4_strategy2.npz,12797–16929,SEVEN,SEVEN,TP
continuous_0067_S4_strategy2.npz,15300–17866,—,NO,FP
continuous_0067_S4_strategy2.npz,16929–21061,THURSDAY,THURSDAY,TP
continuous_0067_S4_strategy2.npz,21061–25526,RICE,RICE,TP
continuous_0068_S4_strategy2.npz,0–4199,SATURDAY,SATURDAY,TP
continuous_0068_S4_strategy2.npz,4199–8564,HOT,HOT,TP
continuous_0068_S4_strategy2.npz,8564–13030,GIRL,GIRL,TP
continuous_0068_S4_strategy2.npz,13030–17295,MEAT,MEAT,TP
continuous_0068_S4_strategy2.npz,17295–21461,THANK YOU,THANK YOU,TP
continuous_0068_S4_strategy2.npz,20900–23900,—,WHITE,FP
continuous_0068_S4_strategy2.npz,21461–25593,TEN,TEN,TP
continuous_0068_S4_strategy2.npz,25593–29892,BLACK,BLACK,TP
continuous_0069_S4_strategy2.npz,0–4265,SIX,SIX,TP
continuous_0069_S4_strategy2.npz,4265–8364,FATHER,FATHER,TP
continuous_0069_S4_strategy2.npz,8364–12663,COFFEE,COFFEE,TP
continuous_0069_S4_strategy2.npz,12663–16863,IM FINE,—,FN
continuous_0069_S4_strategy2.npz,15600–18700,—,IM FINE,FP
continuous_0069_S4_strategy2.npz,16863–21162,VIOLET,VIOLET,TP
continuous_0069_S4_strategy2.npz,21162–24962,WRONG,WRONG,TP
continuous_0070_S4_strategy2.npz,0–4165,IM FINE,IM FINE,TP
continuous_0070_S4_strategy2.npz,4165–8464,TUESDAY,TUESDAY,TP
continuous_0070_S4_strategy2.npz,8464–12663,FAST,FAST,TP
continuous_0070_S4_strategy2.npz,10966–14600,—,WOMAN,FP
continuous_0070_S4_strategy2.npz,12663–17728,TEA,TEA,TP
continuous_0070_S4_strategy2.npz,17728–21927,FOUR,FOUR,TP
continuous_0071_S4_strategy2.npz,0–4901,FEBRUARY,FEBRUARY,TP
continuous_0071_S4_strategy2.npz,3066–6166,—,JANUARY,FP
continuous_0071_S4_strategy2.npz,4901–9533,CHICKEN,CHICKEN,TP
continuous_0071_S4_strategy2.npz,9533–13565,COUSIN,COUSIN,TP
continuous_0071_S4_strategy2.npz,13565–17997,BLIND,BLIND,TP
continuous_0071_S4_strategy2.npz,17997–22162,THREE,THREE,TP
continuous_0071_S4_strategy2.npz,22162–26761,BROWN,BROWN,TP
continuous_0071_S4_strategy2.npz,26761–30827,COLD,COLD,TP
continuous_0072_S4_strategy2.npz,0–4499,GIRL,GIRL,TP
continuous_0072_S4_strategy2.npz,4499–8798,DON'T UNDERSTAND,DON’T UNDERSTAND,TP
continuous_0072_S4_strategy2.npz,8798–13030,LIGHT,LIGHT,TP
continuous_0072_S4_strategy2.npz,12200–15233,—,SUNDAY,FP
continuous_0072_S4_strategy2.npz,13030–17262,DECEMBER,DECEMBER,TP
continuous_0072_S4_strategy2.npz,17262–21361,YESTERDAY,YESTERDAY,TP
continuous_0073_S4_strategy2.npz,0–4165,COFFEE,COFFEE,TP
continuous_0073_S4_strategy2.npz,2866–5733,—,DON’T UNDERSTAND,FP
continuous_0073_S4_strategy2.npz,4165–8397,DON'T UNDERSTAND,—,FN
continuous_0073_S4_strategy2.npz,8397–12696,GREEN,GREEN,TP
continuous_0073_S4_strategy2.npz,11466–14333,—,IM FINE,FP
continuous_0073_S4_strategy2.npz,12696–16861,IM FINE,—,FN
continuous_0073_S4_strategy2.npz,14333–17200,—,MOTHER,FP
continuous_0073_S4_strategy2.npz,16861–21527,TUESDAY,TUESDAY,TP
continuous_0073_S4_strategy2.npz,21527–25793,SEVEN,SEVEN,TP
continuous_0074_S4_strategy2.npz,0–4132,TODAY,TODAY,TP
continuous_0074_S4_strategy2.npz,2300–4600,—,ONE,FP
continuous_0074_S4_strategy2.npz,4132–8497,HOW ARE YOU,HOW ARE YOU,TP
continuous_0074_S4_strategy2.npz,6933–9233,—,BREAD,FP
continuous_0074_S4_strategy2.npz,8497–12729,NO SUGAR,NO SUGAR,TP
continuous_0074_S4_strategy2.npz,11566–13866,—,SUGAR,FP
continuous_0074_S4_strategy2.npz,12729–17061,DEAF BLIND,DEAF BLIND,TP
continuous_0074_S4_strategy2.npz,16200–18500,—,BLIND,FP
continuous_0074_S4_strategy2.npz,17061–21260,JUNE,JUNE,TP
continuous_0074_S4_strategy2.npz,20833–23133,—,DECEMBER,FP
continuous_0074_S4_strategy2.npz,21260–25459,WRONG,WRONG,TP
continuous_0075_S4_strategy2.npz,0–4132,FIVE,FIVE,TP
continuous_0075_S4_strategy2.npz,2333–4666,—,THREE,FP
continuous_0075_S4_strategy2.npz,4132–8031,SATURDAY,SATURDAY,TP
continuous_0075_S4_strategy2.npz,8031–12130,SEE YOU TOMORROW,SEE YOU TOMORROW,TP
continuous_0075_S4_strategy2.npz,11666–14000,—,AUNTIE,FP
continuous_0075_S4_strategy2.npz,12130–16229,EGG,EGG,TP
continuous_0075_S4_strategy2.npz,16229–21028,SEPTEMBER,SEPTEMBER,TP
continuous_0075_S4_strategy2.npz,16333–18666,—,JANUARY,FP
continuous_0076_S4_strategy2.npz,0–4466,SUNDAY,SUNDAY,TP
continuous_0076_S4_strategy2.npz,2533–5100,—,JUICE,FP
continuous_0076_S4_strategy2.npz,4466–8731,JUICE,—,FN
continuous_0076_S4_strategy2.npz,5100–7666,—,HOW ARE YOU,FP
continuous_0076_S4_strategy2.npz,7666–10233,—,THANK YOU,FP
continuous_0076_S4_strategy2.npz,8731–12763,THANK YOU,—,FN
continuous_0076_S4_strategy2.npz,10233–12800,—,NO SUGAR,FP
continuous_0076_S4_strategy2.npz,12763–17028,PINK,PINK,TP
continuous_0076_S4_strategy2.npz,15333–17900,—,DECEMBER,FP
continuous_0076_S4_strategy2.npz,17028–21327,MAY,MAY,TP
continuous_0076_S4_strategy2.npz,21327–25592,BREAD,BREAD,TP
continuous_0077_S4_strategy2.npz,0–5232,DAUGHTER,DAUGHTER,TP
continuous_0077_S4_strategy2.npz,5232–9397,DECEMBER,DECEMBER,TP
continuous_0077_S4_strategy2.npz,9397–13729,GIRL,GIRL,TP
continuous_0077_S4_strategy2.npz,12600–15733,—,NO,FP
continuous_0077_S4_strategy2.npz,13729–17861,NO,—,FN
continuous_0077_S4_strategy2.npz,15733–18900,—,NO SUGAR,FP
continuous_0077_S4_strategy2.npz,17861–22060,SEE YOU TOMORROW,SEE YOU TOMORROW,TP
continuous_0078_S4_strategy2.npz,0–4032,APRIL,APRIL,TP
continuous_0078_S4_strategy2.npz,2966–5933,—,YELLOW,FP
continuous_0078_S4_strategy2.npz,4032–8331,YELLOW,—,FN
continuous_0078_S4_strategy2.npz,8331–12563,SATURDAY,SATURDAY,TP
continuous_0078_S4_strategy2.npz,12563–16729,SON,SON,TP
continuous_0078_S4_strategy2.npz,16729–21128,IM FINE,IM FINE,TP
continuous_0078_S4_strategy2.npz,20800–23766,—,MOTHER,FP
continuous_0078_S4_strategy2.npz,21128–25360,EIGHT,EIGHT,TP
continuous_0078_S4_strategy2.npz,25360–29725,MEAT,MEAT,TP
continuous_0079_S4_strategy2.npz,0–4299,GRAY,GRAY,TP
continuous_0079_S4_strategy2.npz,4299–8598,COFFEE,COFFEE,TP
continuous_0079_S4_strategy2.npz,8066–10766,—,WEELCHAIR PERSON,FP
continuous_0079_S4_strategy2.npz,8598–12997,WEELCHAIR PERSON,—,FN
continuous_0079_S4_strategy2.npz,10766–13466,—,HOT,FP
continuous_0079_S4_strategy2.npz,12997–17162,MOTHER,MOTHER,TP
continuous_0079_S4_strategy2.npz,16166–18866,—,HARD OF HEARING,FP
continuous_0079_S4_strategy2.npz,17162–21561,ONE,ONE,TP
continuous_0080_S4_strategy2.npz,0–5266,YES,YES,TP
continuous_0080_S4_strategy2.npz,5266–9165,MILK,MILK,TP
continuous_0080_S4_strategy2.npz,5766–8633,—,DEAF,FP
continuous_0080_S4_strategy2.npz,9165–13164,COUSIN,—,FN
continuous_0080_S4_strategy2.npz,13164–17663,HARD OF HEARING,HARD OF HEARING,TP
continuous_0080_S4_strategy2.npz,14400–17300,—,COUSIN,FP
continuous_0080_S4_strategy2.npz,17663–21862,FEBRUARY,FEBRUARY,TP
continuous_0080_S4_strategy2.npz,21862–25961,SUNDAY,SUNDAY,TP
continuous_0081_S4_strategy2.npz,0–4332,BLUE,BLUE,TP
continuous_0081_S4_strategy2.npz,4332–8662,DECEMBER,DECEMBER,TP
continuous_0081_S4_strategy2.npz,8662–12828,SUGAR,SUGAR,TP
continuous_0081_S4_strategy2.npz,10700–14266,—,UNCLE,FP
continuous_0081_S4_strategy2.npz,12828–16927,UNCLE,—,FN
continuous_0081_S4_strategy2.npz,14266–17833,—,PINK,FP
continuous_0081_S4_strategy2.npz,16927–21393,SPAGHETTI,SPAGHETTI,TP
continuous_0082_S4_strategy2.npz,0–2866,—,MOTHER,FP
continuous_0082_S4_strategy2.npz,0–4165,MOTHER,—,FN
continuous_0082_S4_strategy2.npz,2866–5766,—,GREEN,FP
continuous_0082_S4_strategy2.npz,4165–8397,GREEN,—,FN
continuous_0082_S4_strategy2.npz,5766–8633,—,ONE,FP
continuous_0082_S4_strategy2.npz,8397–12696,HOW ARE YOU,HOW ARE YOU,TP
continuous_0082_S4_strategy2.npz,11533–14400,—,BREAD,FP
continuous_0082_S4_strategy2.npz,12696–17561,DON'T UNDERSTAND,DON’T UNDERSTAND,TP
continuous_0082_S4_strategy2.npz,17300–20166,—,NO,FP
continuous_0082_S4_strategy2.npz,17561–21793,WEDNESDAY,—,FN
continuous_0082_S4_strategy2.npz,20166–23066,—,WEDNESDAY,FP
continuous_0082_S4_strategy2.npz,21793–25958,TEA,TEA,TP
continuous_0083_S4_strategy2.npz,0–4266,GIRL,GIRL,TP
continuous_0083_S4_strategy2.npz,4266–8631,COUSIN,COUSIN,TP
continuous_0083_S4_strategy2.npz,6600–9900,—,HELLO,FP
continuous_0083_S4_strategy2.npz,8631–12830,HELLO,—,FN
continuous_0083_S4_strategy2.npz,9900–13200,—,FEBRUARY,FP
continuous_0083_S4_strategy2.npz,12830–17129,APRIL,APRIL,TP
continuous_0083_S4_strategy2.npz,16533–19833,—,JANUARY,FP
continuous_0083_S4_strategy2.npz,17129–21328,SUGAR,SUGAR,TP
continuous_0083_S4_strategy2.npz,21328–25494,FAST,FAST,TP
continuous_0083_S4_strategy2.npz,25494–29759,GRAY,GRAY,TP
continuous_0084_S4_strategy2.npz,0–4332,MARCH,MARCH,TP
continuous_0084_S4_strategy2.npz,4332–8598,WRONG,WRONG,TP
continuous_0084_S4_strategy2.npz,5833–8766,—,RED,FP
continuous_0084_S4_strategy2.npz,8598–13163,ORANGE,ORANGE,TP
continuous_0084_S4_strategy2.npz,13163–17662,MONDAY,MONDAY,TP
continuous_0084_S4_strategy2.npz,17662–21994,MILK,MILK,TP
continuous_0084_S4_strategy2.npz,20500–23433,—,WHITE,FP
continuous_0084_S4_strategy2.npz,21994–26359,FISH,FISH,TP
continuous_0085_S4_strategy2.npz,0–4499,NICE TO MEET YOU,NICE TO MEET YOU,TP
continuous_0085_S4_strategy2.npz,2566–5166,—,RED,FP
continuous_0085_S4_strategy2.npz,4499–8764,SPAGHETTI,SPAGHETTI,TP
continuous_0085_S4_strategy2.npz,8764–13129,PARENTS,PARENTS,TP
continuous_0085_S4_strategy2.npz,13129–17428,WOMAN,WOMAN,TP
continuous_0085_S4_strategy2.npz,17428–21627,MONDAY,MONDAY,TP
continuous_0085_S4_strategy2.npz,21627–25959,ONE,ONE,TP
continuous_0086_S4_strategy2.npz,0–4232,NO SUGAR,NO SUGAR,TP
continuous_0086_S4_strategy2.npz,2700–5400,—,MILK,FP
continuous_0086_S4_strategy2.npz,4232–8697,GIRL,GIRL,TP
continuous_0086_S4_strategy2.npz,8697–13029,GRAY,GRAY,TP
continuous_0086_S4_strategy2.npz,13029–16990,TODAY,TODAY,TP
continuous_0086_S4_strategy2.npz,16990–21189,JUNE,JUNE,TP
continuous_0086_S4_strategy2.npz,21189–25354,DAUGHTER,DAUGHTER,TP
continuous_0086_S4_strategy2.npz,21666–24366,—,DECEMBER,FP
continuous_0086_S4_strategy2.npz,25354–29786,CHICKEN,CHICKEN,TP
continuous_0087_S4_strategy2.npz,0–4232,SUGAR,SUGAR,TP
continuous_0087_S4_strategy2.npz,4232–8564,MAN,MAN,TP
continuous_0087_S4_strategy2.npz,8564–12696,AUNTIE,AUNTIE,TP
continuous_0087_S4_strategy2.npz,12033–14433,—,TOMORROW,FP
continuous_0087_S4_strategy2.npz,12696–17028,AUGUST,AUGUST,TP
continuous_0087_S4_strategy2.npz,16833–19233,—,OCTOBER,FP
continuous_0087_S4_strategy2.npz,17028–21660,WHITE,WHITE,TP
continuous_0088_S4_strategy2.npz,0–3566,SEPTEMBER,SEPTEMBER,TP
continuous_0088_S4_strategy2.npz,2900–5833,—,JANUARY,FP
continuous_0088_S4_strategy2.npz,3566–7798,SHRIMP,SHRIMP,TP
continuous_0088_S4_strategy2.npz,7798–12063,DON'T KNOW,DON’T KNOW,TP
continuous_0088_S4_strategy2.npz,11666–14600,—,BLIND,FP
continuous_0088_S4_strategy2.npz,12063–16528,BLIND,—,FN
continuous_0088_S4_strategy2.npz,16528–20727,FATHER,FATHER,TP
continuous_0088_S4_strategy2.npz,20727–25092,NICE TO MEET YOU,NICE TO MEET YOU,TP
continuous_0088_S4_strategy2.npz,25092–29224,COFFEE,COFFEE,TP
continuous_0089_S4_strategy2.npz,0–4232,NO SUGAR,NO SUGAR,TP
continuous_0089_S4_strategy2.npz,2600–5233,—,FATHER,FP
continuous_0089_S4_strategy2.npz,4232–8397,FATHER,—,FN
continuous_0089_S4_strategy2.npz,5233–7866,—,TUESDAY,FP
continuous_0089_S4_strategy2.npz,7866–13133,—,AUNTIE,FP
continuous_0089_S4_strategy2.npz,8397–12694,TUESDAY,—,FN
continuous_0089_S4_strategy2.npz,12694–16726,ORANGE,ORANGE,TP
continuous_0089_S4_strategy2.npz,15766–18400,—,YELLOW,FP
continuous_0089_S4_strategy2.npz,16726–21025,FISH,FISH,TP
continuous_0090_S4_strategy2.npz,0–4132,TODAY,TODAY,TP
continuous_0090_S4_strategy2.npz,4132–8431,WHITE,WHITE,TP
continuous_0090_S4_strategy2.npz,8431–12630,WINE,WINE,TP
continuous_0090_S4_strategy2.npz,12630–16995,CRAB,CRAB,TP
